0.12000 0.44199 10 1500.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.44199 10 1500.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.20052 10 1500.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.20052 10 1500.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.20052 10 1500.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.20052 10 1500.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 1.76795 10 1500.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 1.76795 10 1500.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 1.76795 10 1500.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 1.76795 10 1500.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.80208 10 1500.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.80208 10 1500.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.80208 10 1500.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.80208 10 1500.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.44199 10 1500.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.44199 10 1500.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.44199 10 1500.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.44199 10 1500.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.20052 10 1500.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.20052 10 1500.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.20052 10 1500.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.12000 0.20052 10 1500.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 100.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 100.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 100.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 100.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 200.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 200.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 200.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 200.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 300.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 300.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 300.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 0.40104 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 0.40104 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 300.00000 0.40104 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 400.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 400.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 400.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 400.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 400.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 400.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 400.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 400.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 400.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 400.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 400.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 400.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 400.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 400.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 400.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 400.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 400.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 400.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 400.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 400.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 400.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 400.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 400.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 400.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 400.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 400.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 400.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 400.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 400.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 400.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 400.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 400.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 400.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 400.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 400.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 400.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 400.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 400.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 400.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.80208 10 400.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 400.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 400.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 400.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.44199 10 400.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 400.00000 0.88398 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 400.00000 0.88398 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 400.00000 0.88398 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 0.20052 10 400.00000 0.88398 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.02500 1.76795 10 400.00000 0.40104 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
